Country,Current Lang & Tech: Android,Current Lang & Tech: Arduino,Current Lang & Tech: AngularJS,Current Lang & Tech: C,Current Lang & Tech: C++,Current Lang & Tech: C++11,Current Lang & Tech: C#,Current Lang & Tech: Cassandra,Current Lang & Tech: CoffeeScript,Current Lang & Tech: Cordova,Current Lang & Tech: Clojure,Current Lang & Tech: Cloud,Current Lang & Tech: Dart,Current Lang & Tech: F#,Current Lang & Tech: Go,Current Lang & Tech: Hadoop,Current Lang & Tech: Haskell,Current Lang & Tech: iOS,Current Lang & Tech: Java,Current Lang & Tech: JavaScript,Current Lang & Tech: LAMP,Current Lang & Tech: Matlab,Current Lang & Tech: MongoDB,Current Lang & Tech: Node.js,Current Lang & Tech: Objective-C,Current Lang & Tech: Perl,Current Lang & Tech: PHP,Current Lang & Tech: Python,Current Lang & Tech: R,Current Lang & Tech: Redis,Current Lang & Tech: Ruby,Current Lang & Tech: Rust,Current Lang & Tech: Salesforce,Current Lang & Tech: Scala,Current Lang & Tech: Sharepoint,Current Lang & Tech: Spark,Current Lang & Tech: SQL,Current Lang & Tech: SQL Server,Current Lang & Tech: Swift,Current Lang & Tech: Visual Basic,Current Lang & Tech: Windows Phone,Current Lang & Tech: Wordpress,Current Lang & Tech: Write-In
United States,Android,,,,,,C#,,,,,,,,,,,,Java,JavaScript,,,,,,,PHP,Python,,,Ruby,,,,,,SQL,,,,Windows Phone,,
United States,,,AngularJS,,,,,,,,,,,,,,,iOS,,JavaScript,LAMP,,MongoDB,Node.js,Objective-C,,PHP,,,,,,,,,,SQL,,Swift,,,,
United States,,,,,,,,,,,,,,,,,,,,JavaScript,LAMP,,,,,,PHP,,,,,,,,,,,,,,,,
United States,,,,,,,,,,,,"Cloud (AWS, GAE, Azure, etc.)",,,,,,,Java,,,,,Node.js,,,,,,Redis,,,,,,,,,,,,,
United States,,,AngularJS,,,,C#,,,,,,,,,,,,,JavaScript,,,,,,,,,,,,,,,,,SQL,SQL Server,,,,,Typescript
United States,,,,,,,C#,,,,,,,,,,,,,JavaScript,,,,,,,,,,,,,,,,,SQL,SQL Server,,,,,
United States,,,,,,,,,,,,,,,,,,,,JavaScript,,,MongoDB,Node.js,,,,Python,,Redis,Ruby,,,,,,,,,,,,
United States,,,,,,,,,,,,"Cloud (AWS, GAE, Azure, etc.)",,,,,,,,JavaScript,LAMP,,MongoDB,Node.js,,,PHP,,,Redis,,,,,,,,,,,,,Liquidsoap
United States,,,,,,,C#,,,,,,,,,,,,,JavaScript,,,,,,,,,,,,,,,,,SQL,SQL Server,,,,,
United States,,,,C,C++,,,,,,,,,,,,,,,JavaScript,,,,,,,PHP,Python,,,Ruby,,,,,,,,,,,,
United States,,,AngularJS,,,,C#,,,,,,,,,,,,,JavaScript,,,,,,,,,,,,,,,,,,SQL Server,,,,,
United States,,,,,,,C#,,,,,,,,,,,,,JavaScript,,,,,,,,,,,Ruby,,,,,,SQL,SQL Server,,,Windows Phone,,
United States,,,,,,,,,,Cordova,,"Cloud (AWS, GAE, Azure, etc.)",,,,,,,,JavaScript,,,,Node.js,,,PHP,,,,,,,,,,SQL,,Swift,,,Wordpress,
United States,,,,,,,,,,Cordova,,,,,,,,,,JavaScript,LAMP,,,,,,PHP,,,,,,,,,,SQL,,,,,,ProcessWire
United States,,,AngularJS,,,,C#,,,,,,,,,,,,,JavaScript,,,,,,,,Python,,,,,,,,,,SQL Server,,,,Wordpress,
United States,,,,,,,,,,,,,,,,,,,Java,JavaScript,,,,,,,,,,,,,,,,,SQL,,,,,,
United States,,,AngularJS,,,,C#,,,,,,,,,,,,,JavaScript,,,MongoDB,Node.js,,,PHP,,,,,,,,,,SQL,SQL Server,,,,,
United States,,,,,,,,,,,,"Cloud (AWS, GAE, Azure, etc.)",,,,,,,,JavaScript,LAMP,,,Node.js,,,PHP,,,,,,,,,,SQL,,,,,Wordpress,
United States,,,AngularJS,,,,C#,,,,,,,,,,,,,JavaScript,LAMP,,,,,,PHP,,,Redis,,,,,,,SQL,SQL Server,,,,,
United States,,,AngularJS,,,,,,CoffeeScript,,,,,,,,,,,,,,,,,,,,,,Ruby,,,,,,SQL,,,,,,
United States,,,AngularJS,,,,,,,Cordova,,,,,,,,iOS,,JavaScript,,,,,,,PHP,,,,,,,,,,SQL,,Swift,,,,
United States,,,,,,,,,,,,,,,,,,,Java,JavaScript,,,MongoDB,,,,,Python,,,,,,Scala,,,SQL,,,,,,
United States,,,,,,,,,,,,,,,,,,,,JavaScript,LAMP,,,,,,PHP,,,,,,,,,,SQL,,,,,,
United States,,,,,,,,,,,,,,,,Hadoop,,,Java,,,,,,,,,,R,Redis,Ruby,,,Scala,,,SQL,,,,,,
United States,,,,,,,,,,,,,,,,,,,,JavaScript,,,,Node.js,Objective-C,,,Python,,,,,,Scala,,,SQL,,Swift,,,,
United States,Android,,AngularJS,,,C++11,C#,,,,,,,,,,,iOS,Java,JavaScript,,,,,Objective-C,,,,,,,,,,,,,,,,,,
United States,,,,,,,,,,,,,,,,,,,,,LAMP,,,,,,PHP,,,,,,,,,,,,,,,,Drupal
United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States,,,,,,,,,CoffeeScript,,,"Cloud (AWS, GAE, Azure, etc.)",,,,,,,,JavaScript,LAMP,,MongoDB,Node.js,Objective-C,,PHP,,,,,,,,,,,,,,,,
United States,,,,,,,,,,,,,,,,,,,,JavaScript,,,MongoDB,Node.js,,,,,,,,,,,,,SQL,,,,,Wordpress,
United States,,,,,,,,,,,,,,,,,,iOS,,JavaScript,,,,,Objective-C,,PHP,,,,Ruby,,,,,,SQL,,,,,Wordpress,
United States,,,AngularJS,,,,,,CoffeeScript,,,"Cloud (AWS, GAE, Azure, etc.)",,,,,,,,JavaScript,LAMP,,MongoDB,Node.js,,,,,,,,,,,,,,,,,,,
United States,,,AngularJS,,,,,,CoffeeScript,,,,,,,,,,,JavaScript,LAMP,,,,,,PHP,,,,Ruby,,,Scala,,,SQL,,,,,,
United States,,,AngularJS,,,,,,,,,"Cloud (AWS, GAE, Azure, etc.)",,,,,,,,JavaScript,,,MongoDB,,,,,Python,,,,,,,,,,,,,,,
United States,,,,,,,,,,,,,,,,,,,,JavaScript,,,,,,,,,,,Ruby,,,,,,,,,,,,
United States,,,,,,,,,,,,,,,,,,,,JavaScript,,,,,,,PHP,,,,,,,,,,SQL,,,,,,
United States,Android,,,,,,,,,,,,,,,,,,Java,JavaScript,,,,,,,PHP,,,Redis,,,,,,,SQL,,,,,,
United States,,,,,,,C#,,,,,"Cloud (AWS, GAE, Azure, etc.)",,,,,,,Java,JavaScript,,,,Node.js,,,,,,,,,,,,,SQL,SQL Server,,,,,"ActionScript, HTML5, Bootstrap, ASP.NET"
United States,,Arduino / Raspberry Pi,AngularJS,,,,,,,Cordova,,"Cloud (AWS, GAE, Azure, etc.)",,,,,,,,JavaScript,,,MongoDB,Node.js,,,,,,,,,,,,,,,,,,,
United States,,,AngularJS,,,,,,,,,,,,,,,,,JavaScript,LAMP,,,,,,PHP,,,,,,,,,,SQL,,,,,Wordpress,
United States,,,,,,,,,,,,,,,,,,,,JavaScript,LAMP,,,,,,PHP,,,,,,,,,,SQL,,,,,Wordpress,
United States,,,AngularJS,,,,,,,Cordova,,,,,,,,,,JavaScript,,,MongoDB,Node.js,,,PHP,,,,Ruby,,,,,,SQL,,,,,,
United States,Android,,AngularJS,,,,,,,,,,,,,,,,Java,JavaScript,,,MongoDB,,,,PHP,,,,,,,,,,SQL,,,,,,
United States,,,,,,,C#,,,,,,,,,,,,,JavaScript,LAMP,,,,,,PHP,,,,,,,,,,SQL,SQL Server,,Visual Basic,,,
United States,,,AngularJS,,,,,,,,,,,,,,,,,JavaScript,LAMP,,,,,,PHP,,,,,,,,,,SQL,,,,,,
United States,,,,,,,,,,,,,,,,,,,,JavaScript,,,,,,,,,,,Ruby,,,,,,SQL,,,,,,
United States,,,,,,,,,CoffeeScript,,,"Cloud (AWS, GAE, Azure, etc.)",,,,,,,Java,JavaScript,,,,Node.js,,Perl,PHP,Python,,,Ruby,,,,,,,,,,,,
United States,Android,Arduino / Raspberry Pi,AngularJS,,,,,,,,,"Cloud (AWS, GAE, Azure, etc.)",,,,,,,,JavaScript,LAMP,,MongoDB,Node.js,,,PHP,,,Redis,,,,,,,SQL,,,,,,
United States,,,,,,,,,,,,,,,,,Haskell,,,JavaScript,,,,,,,,,,Redis,,,,Scala,,,,,,,,,
United States,,,,,,,,,,,,,,,,,,,,JavaScript,,,MongoDB,,,,,,,,Ruby,,,,,,,,,,,,
United States,,,,,,,,,,,,,,,,,,,,,LAMP,,,,,,PHP,,,,,,,,,,SQL,,,,,,
United States,,,,,,,,,,,,,,,,,,,,JavaScript,,,,,,,PHP,,,,,,,,,,,,,,,Wordpress,
United States,,,,,,,,,,,,"Cloud (AWS, GAE, Azure, etc.)",,,,,,,,JavaScript,LAMP,,,,,,PHP,,,,,,,,,,SQL,,,,,,
United States,,,,,,,,,,,,"Cloud (AWS, GAE, Azure, etc.)",,,,,,,Java,JavaScript,,,,,,,,Python,,Redis,,,,,,,SQL,,,,,,
United States,,,AngularJS,,,,,,,,,,,,,,,,,JavaScript,,,MongoDB,,,,,Python,,,,,,,,,,,,,,,
United States,,,,,,,,,,,,,,,,,,,,JavaScript,LAMP,,,Node.js,,,PHP,,,Redis,,,,,,,SQL,,,,,Wordpress,
United States,,,,,,,,,,,,,,,,,,,,JavaScript,,,,,,,PHP,,,,,,,,,,,,,,,,
United States,,,,,,,,,,,,"Cloud (AWS, GAE, Azure, etc.)",,,Go,,,,,JavaScript,LAMP,,MongoDB,,,,PHP,,,Redis,,,,,,,,,,,,Wordpress,
United States,,,,,,,,Cassandra,,,,,,,,,,,Java,JavaScript,,,,,,,,,,,,,,,,,SQL,,,,,,
United States,Android,,AngularJS,,,,,,,,,,,,,,,,Java,JavaScript,,,,,,,,,,,,,,,,,SQL,,,,,,
United States,,,AngularJS,,,,,,,,,,,,,,,,,JavaScript,,,,,,,,Python,,,,,,,,,SQL,,,,,,
United States,,,,,,,,,,,,,,,,,,,,JavaScript,LAMP,,,Node.js,,,PHP,,,,,Rust,,,,,SQL,,,,,,
United States,,,,,,,C#,,,,,,,,,,,,,JavaScript,,,,,,,,,,,,,,,,,SQL,,,,,,
United States,Android,Arduino / Raspberry Pi,AngularJS,,,,,,CoffeeScript,,,,,,,,,iOS,,JavaScript,,,,,,,,,,Redis,Ruby,,,,,,,,,,,,
United States,,,AngularJS,,,,C#,,CoffeeScript,,,,,,,,,,,JavaScript,,,,,,,,,,,Ruby,,,,,,,,,,,,Ember
United States,,,AngularJS,,,,C#,,,,,,,,,,,,,JavaScript,,,,Node.js,,,,,,,,,,,,,SQL,,,,,,
United States,,,,,,,C#,,,,,,,,,,,,,JavaScript,,,,Node.js,,,,,,Redis,,,,,,,SQL,SQL Server,,,,,
United States,,,,,,,,,,,,,,,,,,,,JavaScript,,,,,,,,,,,,,,,,,,,,,,,"Groovy, Grails"
United States,,,AngularJS,,,,C#,,,,,,,,,,,,Java,JavaScript,,Matlab,,,,,PHP,Python,R,,,,,Scala,,,SQL,SQL Server,,,,,
United States,Android,,,,,,C#,,,,,"Cloud (AWS, GAE, Azure, etc.)",,,,,,iOS,,,,,,,,,,,,,,,,,,,SQL,SQL Server,,Visual Basic,Windows Phone,,
Uruguay,,,,,,,,,,,,,,,,,,,,JavaScript,LAMP,,,,,,PHP,,,,,,,,,,SQL,,,,,Wordpress,
Venezuela,,,,,,,,,,,,,,,,,,,,JavaScript,,,,,,,PHP,,,,,,,,,,,,,,,Wordpress,
Venezuela,,,,,,,,,,,,,,,,,,,Java,JavaScript,,,MongoDB,Node.js,,,PHP,Python,,,,,,,,,SQL,,,,,Wordpress,Backbone
Australia,,,,,,,,,,,,,,,,,,,,JavaScript,LAMP,,,,,,PHP,,,,,,,,,,SQL,,,,,,
Belgium,,,,C,C++,,,,,,,,,,,,,,,JavaScript,,,,,,,PHP,,,,,,,,,,SQL,,,,,,
Finland,,,,,,,,,,,,,,,,,,,,JavaScript,,,,,,,,,,,Ruby,,,,,,,,,,,,
France,,,,,,,,,,,,,,,,,,,,JavaScript,LAMP,,,,,Perl,PHP,,,Redis,,,,,,,SQL,,,,,Wordpress,
France,,Arduino / Raspberry Pi,,,C++,,C#,,CoffeeScript,,,,Dart,,Go,,,,Java,JavaScript,,,MongoDB,Node.js,,,PHP,Python,,,,,,,,,SQL,,,Visual Basic,Windows Phone,Wordpress,
Hungary,,,,,,,,,,,,,,,,,,,,JavaScript,LAMP,,,,,,PHP,,,,,,,,,,SQL,,,,,,
India,,,,,,,,,,,,,,,,,,,Java,JavaScript,,,,,,,,Python,,,,,,,,,,,,,,,
India,,,,,,,,,,,,,,,,,,,,JavaScript,,,,Node.js,,,,Python,,,,,,,,,,,,,,,
Indonesia,,,,,,,,,,,,,,,,,,,,JavaScript,,,,,,,PHP,,,,,,,,,,SQL,,,,,,
Iran,,,,,,,,,,,,,,,,,,iOS,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,,,,,,,C#,,,,,,,,,,,,,JavaScript,,,,,,,,,,,,,,,,,SQL,SQL Server,,,,,
Ireland {Republic},,,,,,,,,,,,,,,,,,,,JavaScript,,,,,,,,,,,,,,,,,,,,,,,reactjs
Ireland {Republic},,,,,,,,,,,,,,,,,,,Java,JavaScript,,,,,,,PHP,,,,,,,,,,,,,,,Wordpress,
Italy,,,AngularJS,,C++,,,,,,,,,,,,,,,JavaScript,,,,,,,,Python,,,,,,,,,,,,,,Wordpress,
Macedonia,,,,,,,C#,,,,,"Cloud (AWS, GAE, Azure, etc.)",,,,,,,,JavaScript,,,MongoDB,,,,,,,,,,,,,,,SQL Server,,,,,
Poland,,,,,,,,,,,,,,,,,,,,JavaScript,,,,,,,PHP,Python,,,,,,,,,SQL,,,,,Wordpress,"html,css"
Sweden,,,,,,,C#,,,,,,,,,,,,,JavaScript,,,,,,,,,,,,,,,,,,,,,,,TypeScript
N/A,,,,,,,C#,,,,,,,,,,,,,JavaScript,,,,,,,,,,,,,,,,,SQL,SQL Server,,,,,
N/A,,,AngularJS,,,,C#,,,,,,,,,,,,,JavaScript,,,,,,,,,,,,,,,,,SQL,,,,,,
N/A,,,,,,,,,,,,,,,,,,,Java,JavaScript,,,,,,,PHP,,,,,,,,,,,,,,,,
Spain,,,,,,,C#,,,,,,,,,,,,,JavaScript,,,,,,,,,,,,,,,,,SQL,SQL Server,,,,,
China,Android,,,,,,,,,Cordova,,,,,,,,iOS,Java,JavaScript,,,,,,,PHP,Python,,,,,,,,,SQL,,,Visual Basic,,,
Argentina,,,,,,,,,,,,,,,,,,,Java,,,,,,,,,,,,,,,,,,,,,,,,
Argentina,,,,,,,,Cassandra,,,,"Cloud (AWS, GAE, Azure, etc.)",,,,,,,Java,JavaScript,,,MongoDB,,,,,,,,,,,,,,,,,,,,
Armenia,,,AngularJS,,,,C#,,CoffeeScript,,,,,,,,,iOS,,JavaScript,,,MongoDB,Node.js,Objective-C,,,,,,,,,,,,,,,,,,
Australia,,,,,,,C#,,,,,,,,,,,,,JavaScript,,,,,,,,,,,,,,,,,SQL,SQL Server,,,,,
Australia,,,,,,,C#,,,,,,,,,,,iOS,,JavaScript,,,,,Objective-C,,,,,,,,,,,,,,,,,,
Australia,,,,,,,,,,,,,,,,,,,,JavaScript,,,,,,,,,,,,,,,,,SQL,,,,,,Coldfusion
Australia,,,,,,,,,,,,,,,,,,,,JavaScript,,,,,,,PHP,,,,,,,,,,,,,,,,
Australia,,,,,,,C#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SQL,SQL Server,,,,,Flex
Australia,,,,,,,C#,,,,,,,,,,,,,JavaScript,LAMP,,,,,,PHP,,,,,,,,,,SQL,SQL Server,,,,,
Australia,,,,,,,C#,,CoffeeScript,,,,,,,,Haskell,,,JavaScript,,,,,,,,,,,Ruby,,,,,,,SQL Server,,,,,
Australia,,,AngularJS,,C++,,C#,,CoffeeScript,,,,,,,,,iOS,,JavaScript,,,,Node.js,Objective-C,,,,,,Ruby,,,,,,,,,,,,
Australia,,,,,,,,,,Cordova,,,,,,,,,,JavaScript,LAMP,,,,,,PHP,,,,,,,,,,SQL,,,,,,
Australia,,,,,,,,,,,,,,,,,,,,JavaScript,,,,,,,,,,,,,,,,,SQL,,,Visual Basic,,,
Australia,,,,,,,,,,,,,,,,,,,,JavaScript,LAMP,,,,,,PHP,,,Redis,,,,,,,SQL,SQL Server,,,,Wordpress,
Australia,,,,,,,,,,,,,,,,,,,,JavaScript,,,,,,,,,,,,,,,,,SQL,,,,,,Groovy
Australia,,,,,,,C#,,,,,,,,,,,,,JavaScript,,,,,,,,,,,,,,,,,SQL,SQL Server,,Visual Basic,,,
Australia,,,,,,,C#,,,,,,,,,,,,,JavaScript,,,,,,,,,,,,,,,,,SQL,SQL Server,,,,,
Australia,,,,,,,,,,,,,,,,,,,,JavaScript,,,,,,,PHP,,,,,,,,,,SQL,,,,,,
Austria,,,,,,,C#,,,,,,,,,,,,,JavaScript,,,,Node.js,,,,,,,,,,,,,,,,,,,
Austria,,,,,,,,,,,,,,,,,,,,JavaScript,,,,,,,PHP,,,,,,,,,,,,,,,,ElasticSearch
Austria,Android,,AngularJS,C,C++,,,,,Cordova,,,,,,,,,,JavaScript,,,,Node.js,,,PHP,,,,,,,,,,SQL,,,,,,
Austria,,,,C,,,,,,,,,,,,,,,Java,,,,,,,,,Python,,,,,,,,,SQL,,,,,,
Austria,,,,,,,,,,,,,,,,,,,,JavaScript,,,,Node.js,,,PHP,,,,,,,,,,SQL,,,,,,"jquery, mysql (why are those missing in the list?)"
Belarus,,,,,,,,,,,,,,,,,,,Java,JavaScript,,,,,,,PHP,,,,,,,,,,SQL,,,,,,
Belgium,,,,,,,C#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SQL,SQL Server,,,,,Unity3D
Belgium,,,,,,,,,,,,,,,,,,,Java,JavaScript,,,,,,,,,,,,,,,,,,,,,,,Coldfusion
Belgium,,,,,,,,,,,,,,,,,,,Java,,,,,,,,,,,,,,,,,,,,,,,,
Belgium,,,,,,,,,,,,,,,,,,,,JavaScript,,,MongoDB,Node.js,,,PHP,,,Redis,,,,,,,SQL,,,,,,"HTML, CSS"
Brazil,,,AngularJS,,,,,,,,,,,,,,,,Java,JavaScript,,,,,,,,,,,,,,,,,SQL,,,,,,
Brazil,,,,,,,,,CoffeeScript,,,,,,,,,,,,,,,,,,,,,,Ruby,,,,,,,,,,,,
Brazil,Android,,,,,,,,,,,,,,,,,,Java,,,,,,,,,,,,Ruby,Rust,,,,,SQL,,,,,,
Brazil,,,,,,,,,,,,,,,,,,,,JavaScript,,,MongoDB,Node.js,,,PHP,,,,,,,,,,SQL,,,,,,
Brazil,Android,,,,,,C#,,,,,,,,,,,iOS,Java,JavaScript,,,,,Objective-C,,PHP,,,,,,,,,,SQL,SQL Server,,,,,
Brazil,,,,,,,C#,,,,,"Cloud (AWS, GAE, Azure, etc.)",,,,,,,,JavaScript,,,,,,,PHP,,,,,,,,,,,SQL Server,,,Windows Phone,,
Brazil,,,,,,,C#,,,,,,,,,,,,,JavaScript,,,,,,,,Python,,,,,,,,,,,,,,,
Brazil,,,,,,,C#,,,,,,,,,,,,Java,JavaScript,,,,,,,,,,,,,,,Sharepoint,,,SQL Server,,,,,
Brazil,Android,,,,,,C#,,,,,,,,,,,,Java,JavaScript,,,,,,,,,,,,,,,,,,,,,,,
Bulgaria,,,,,,,C#,,,,,,,,,,,,,JavaScript,,,,,,,,,,,,,,,,,SQL,SQL Server,,,,Wordpress,
Canada,Android,,,,C++,C++11,,,,,,,,,,,,,Java,,LAMP,,,,,,PHP,,,,,,,,,,SQL,,,,,,
Canada,Android,,,,C++,C++11,,,,,,,,,,,,,,,LAMP,,,,,,PHP,,,,,,,,,,,,,,,,
Canada,,,,,,,C#,,,,,,,,,,,,,JavaScript,,,,,,,,,,,,,,,,,SQL,SQL Server,,,,,
Canada,,,,,,,,,,,,,,,,,,,Java,JavaScript,,,,,,,,,,,,,,,,,SQL,,,,,,Groovy
Canada,,,,,,,C#,,,,,,,,,,,,,JavaScript,,,,Node.js,,,,Python,,,,,,,,,SQL,,,,,,julia
Canada,,,,,,,C#,,,,,,,,,,,,,JavaScript,,,,,,,,,,,,,,,Sharepoint,,SQL,,,Visual Basic,,,
Canada,,,,,,,,,,,,,,,,,,,Java,JavaScript,,,,,,,,,,,,,,,,,,,,,,,
Canada,,,,,,,C#,,,,,,,,,,,,,JavaScript,LAMP,,,,,,PHP,,,,,,,,,,SQL,SQL Server,,Visual Basic,,,
Canada,,,,,,,,,,,,,,,,,,,,JavaScript,,,,,,,PHP,,,,,,,,,,SQL,,,,,,
Canada,,,,,,,C#,,,,,,,,,,,,,JavaScript,,,,,,,,,,,,,,,,,SQL,SQL Server,,Visual Basic,,,
Canada,,,,,,,C#,,,,,,,,,,,,,JavaScript,,,,,,,,,,,,,,,,,SQL,SQL Server,,,,,
Canada,,,,,,,C#,,,,,,,,,,,,Java,JavaScript,,,,,,,PHP,,,,,,,,Sharepoint,,SQL,SQL Server,,Visual Basic,,,
Canada,,,AngularJS,,,,,,,,,,,,,,,,,JavaScript,LAMP,,MongoDB,Node.js,,,PHP,Python,,,,,,,,,SQL,SQL Server,,,,,MeteorJS
Canada,,,,,,,C#,,,,,,,,,,,,,JavaScript,,,,,,,,,,,,,,,,,SQL,SQL Server,,,,,
Canada,,,,,,,C#,,,,,,,,,,,,,JavaScript,,,,,,,,,,,,,,,,,SQL,SQL Server,,,,,
Canada,,,,,,,,,,,,,,,,,,,,JavaScript,LAMP,,MongoDB,,,,PHP,,,,,,,,,,SQL,,,,,,
Canada,,,AngularJS,,,,C#,,,Cordova,,,,,,,,,,JavaScript,LAMP,,,Node.js,,,,,,,,,,,Sharepoint,,SQL,SQL Server,,Visual Basic,,,
Canada,,,,,,,C#,,,,,,,,,,,,,JavaScript,,,,,,,,,,,,,,,Sharepoint,,,SQL Server,,,,Wordpress,
Canada,,,,,,,C#,,,,,,,,,,,,,JavaScript,,,,,,,,,,,,,,,,,SQL,SQL Server,,Visual Basic,,,
Canada,,,,,,,,,,,,,,,,,,,,JavaScript,,,,Node.js,,Perl,,,,,,,,,,,SQL,,,,,,
Canada,,,,,,,C#,,,,,,,,,,,,,JavaScript,,,MongoDB,Node.js,,,,,,,,,,,,,SQL,SQL Server,,,,,
Canada,Android,,,,,,C#,,,,,,,,,,,,,JavaScript,,,,,,,,,,,,,,,,,SQL,SQL Server,,Visual Basic,,,
Chile,,,,,,,,,,,,,,,,,,,,JavaScript,,,,,,,PHP,,,,,,,,,,,,,,,,
Colombia,,,,,,,,,,,,,,,,,,,,JavaScript,,,,,,,PHP,,,,,,,,,,SQL,,,,,,
Colombia,,,,,C++,,,,,,,,,,,,,,,JavaScript,,,,,,,PHP,,,,,,,,,,SQL,,,,,,
Costa Rica,,,,,,,,,,,,,,,,,,,Java,,,,,,,,,Python,,,,,,,,,,,,,,,
Croatia,,,,,,,C#,,,,,,,,,,,,,JavaScript,,,,,,,,,,,,,,,,,SQL,SQL Server,,,,Wordpress,
Czech Republic,,,AngularJS,,C++,,,,,,,,,,,,,,,JavaScript,,,,,,,PHP,Python,,,,,,,,,SQL,,,,,,
Czech Republic,,,,,,,,,,,,,,,,,,,Java,,,,,,,,,,,,,,,,,,,,,,,,
Czech Republic,,,,,,,C#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SQL Server,,,,,
Denmark,,,,,,,C#,,,,,"Cloud (AWS, GAE, Azure, etc.)",,,,,,,,JavaScript,,,,,,,,,,,,,,,,,,SQL Server,,,,,
Denmark,,,AngularJS,,,,C#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Umbraco
Denmark,Android,,AngularJS,,,,,,,,,,,,,,,,Java,JavaScript,,,MongoDB,,,,PHP,,,,,,,,,,,,,,,,
Denmark,,,,,,,,,,,,,,,,,,,Java,JavaScript,,,,Node.js,,,,Python,R,,Ruby,,,,,,,,,,,,
Denmark,,,,,,,C#,,,,,,,,,,,,Java,JavaScript,,,,,,,,,,,,,,,,,SQL,,,,,,
Dominican Republic,,,,,,,,,,,,,,,,,,,,JavaScript,,,,,,,,,,,,,,,,,,SQL Server,,,,,"ASP, VBScript"
Egypt,Android,,,,,,,,CoffeeScript,,,,,,,,,,Java,JavaScript,,,MongoDB,Node.js,,,PHP,,,,,,,,,,,,,,,,
France,,,,,C++,,C#,,,,,,,,,,,,,JavaScript,LAMP,,,,,,,,,,,,,,,,,SQL Server,,,,,
France,,,,,,,,,,,,,,,,,,,,JavaScript,LAMP,,,,,,PHP,,,,,,,,,,SQL,,,,,,
France,,,AngularJS,,,,,,,,,,,,,,,,Java,JavaScript,,,,,,,,Python,,,,,,,,,,,,,,,
France,,,,,,,,,,,,,,,,,,,,JavaScript,,,,,,,PHP,,,,,,,,,,SQL,,,,,,
France,,,AngularJS,,,,,,,,,,,,,,,,Java,,,,MongoDB,,,,PHP,,,,,,,Scala,,,,,,,,,
France,,,AngularJS,,,,C#,,,Cordova,,,,,,,,,,JavaScript,,,,Node.js,,,,Python,,,,,,,,,SQL,SQL Server,,,,,
France,Android,,,,,,,,,,,,,,,,,,Java,JavaScript,,,,,,,,,,,,,,,,,SQL,SQL Server,,,,,
France,,,,,,,C#,,,,,,,,,,,,,JavaScript,LAMP,,,,,,PHP,,,Redis,,,,,,,SQL,,,,,,
Gabon,Android,Arduino / Raspberry Pi,,,,,,,,,,,,,,,,iOS,Java,JavaScript,LAMP,,,,Objective-C,,PHP,,,,,,,,,,SQL,,,,,,
Germany,Android,,,,,,,,,,,,,,,,,,Java,,,,,,,,,,,,,,,,,,SQL,,,,,,"PostgreSQL, OSGi, Ceylon, WIldFly"
Germany,,,,C,C++,,C#,,,,,,,,,,,,,,,Matlab,,,,,,,R,,,,,,,,,,,Visual Basic,,Wordpress,
Germany,,Arduino / Raspberry Pi,,,C++,C++11,,,,,,,,,,,,,,JavaScript,LAMP,,,,,,PHP,,,,,,,,,,,SQL Server,,,,,
Germany,,,,,,,,,,,,,,,,,,,Java,JavaScript,,,,,,,,,,,,,,,,,,,,,,,Delphi
Germany,Android,,,C,,,,,,,,,,,,,,,Java,JavaScript,,,,,,Perl,,,,,,,,,,,SQL,,,,,,
Germany,,,,,,,,,,,,,,,,,,,Java,JavaScript,,,,,,,,Python,,,,,,,,,,,,,,,LotusScript
Germany,,,,,,,,,,,,,,,,,,,Java,,,,,,,,PHP,,,,,,,,,,,,,,,,
Germany,,,,,,,C#,,,,,,,,,,,,,JavaScript,,,,,,,PHP,,,,,,,,,,SQL,,,Visual Basic,,,
Germany,Android,,AngularJS,C,C++,,C#,,,,,,,,,,,,Java,JavaScript,,,MongoDB,Node.js,,,,,,,,,,,,,,,,,,,
Germany,Android,,,,,,C#,,,,,,,,,,,,Java,JavaScript,,,,,,,,,,,,,,,,,SQL,SQL Server,,Visual Basic,Windows Phone,Wordpress,
Germany,,,,,C++,C++11,,,,,,,,,,,,,Java,,,,,,,,,,,,,,,,,,SQL,,,,,,
Germany,,,,,,,,,,,,,,,,,,,,JavaScript,,,,,,,PHP,,,,,,,,,,,,,Visual Basic,,Wordpress,
Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Scala,,,,,,,,,
Germany,,,,C,C++,,C#,,,,,,,,,,,,Java,JavaScript,,,,,,,PHP,,,,,,,,,,SQL,,,,,Wordpress,
Germany,,,,,,,C#,,,,,,,,,,,,Java,JavaScript,,,,,,,,,,,,,,,,,SQL,,,,,,"Groovy, Grails"
